"FOAFGroup"|"foafGroupName"|"FOAFPerson"|"foafPersonName"|"foafPersonHomepage"|"foafPersonMember"|"BIBOJournal"|"BIBOJournalName"|"BIBOJournalISSN"|"BIBTEXArticle"|"BIBTEXArticleHasAuthor"|"BIBTEXArticleTitle"|"BIBTEXArticleHasJournal"|"BIBTEXArticleHasVolume"|"BIBTEXArticleHasNumber"|"BIBTEXArticleHasPages"|"BIBTEXArticleHasYear"|"DCContributor"
"FOAFGroup_DEALI_G"|"DEALI/G"|"FOAFPerson_2592077234468128"|"OSMAR ROBERTO DALLA SANTA"|"http://lattes.cnpq.br/2592077234468128"|"FOAFGroup_DEALI_G"|"Journal_0300-5755"|"Alimentaria (Madrid)"|"0300-5755"|"BIBTEXArticle_Antilisterial_activity_of_latic_acid_bacteria_isolated_from_naturally_fermented_sausages0300-57552011"|"ZANETTE, C. M., DALLA SANTA, O. R.;Dalla-Santa, Osmar R.;Digite o nome em citação e pressione a tecla ENTER;O.R. Dalla-Santa;DALLA-SANT, O.R.;DALLA SANTA, OSMAR R., BERSOT, L. S."|"Antilisterial activity of latic acid bacteria isolated from naturally fermented sausages"|"Journal_0300-5755"|"426"|""|"116-119"|"2011"|"FOAFPerson_2592077234468128"
"FOAFGroup_DEALI_G"|"DEALI/G"|"FOAFPerson_4489383123499137"|"HERTA STUTZ DALLA SANTA"|"http://lattes.cnpq.br/4489383123499137"|"FOAFGroup_DEALI_G"|"Journal_1518-0352"|"Revista Ciências Exatas e Naturais (Impresso)"|"1518-0352"|"BIBTEXArticle_Antimicrobial_activity_from_a_Brazilian_propolis_oily_extract1518-03522010"|"SILVA, K R, Mathias, F.T., Dutra, K.A., Kleinubing, S.D, DALLA SANTA, H. S.;DALLA SANTA, HERTA STUTZ;DALLA-SANTA, H. S;SANTA, HERTA STUTZ DALLA, ROSA, M R, Buriol, L, TORRES, Y. R., MONTEIRO, M. C."|"Antimicrobial activity from a Brazilian propolis oily extract"|"Journal_1518-0352"|"12"|"2"|"327-338"|"2010"|"FOAFPerson_4489383123499137"
"FOAFGroup_DEALI_G"|"DEALI/G"|"FOAFPerson_4489383123499137"|"HERTA STUTZ DALLA SANTA"|"http://lattes.cnpq.br/4489383123499137"|"FOAFGroup_DEALI_G"|"Journal_1518-0352"|"Revista Ciências Exatas e Naturais (Impresso)"|"1518-0352"|"BIBTEXArticle_Antimicrobial_activity_from_a_brazilian_propolis_oily__extract_compared_with_other_propolis_extracts1518-03522010"|"SILVA, K. R., Mathias, F. T., Dutra, K. A., Kleinubing, S. D., DALLA SANTA, H. S., ROSA, M. R., Buriol L., Torres , Y. R., Monteiro, M. C."|"Antimicrobial activity from a brazilian propolis oily  extract compared with other propolis extracts"|"Journal_1518-0352"|"12"|"2"|"1-10"|"2010"|"FOAFPerson_4489383123499137"
"FOAFGroup_DEFAR_G"|"DEFAR/G"|"FOAFPerson_8578241611510102"|"NAJEH MAISSAR KHALIL"|"http://lattes.cnpq.br/8578241611510102"|"FOAFGroup_DEFAR_G"|"Journal_0367-326X"|"Fitoterapia"|"0367-326X"|"BIBTEXArticle_Antioxidant_activity_of_Maytenus_ilicifolia_root_bark.0367-326X2006"|"VELLOSA, José Carlos, KHALIL, Najeh Maissar;KHALIL, NAJEH MAISSAR, BRUNETTI, Iguatemy Lourenço, OLIVEIRA, Olga Maria Mascarenhas de Faria, FURLAN, Maysa, FONSECA, Luiz Marcos da, XIMENES, Valdecir Faria"|"Antioxidant activity of Maytenus ilicifolia root bark."|"Journal_0367-326X"|"77"|""|"243-244"|"2006"|"FOAFPerson_8578241611510102"
"FOAFGroup_DEFAR_G"|"DEFAR/G"|"FOAFPerson_8578241611510102"|"NAJEH MAISSAR KHALIL"|"http://lattes.cnpq.br/8578241611510102"|"FOAFGroup_DEFAR_G"|"Journal_0326-2383"|"Acta Farmacéutica Bonaerense"|"0326-2383"|"BIBTEXArticle_Antioxidant_activity_of_Vochysia_discolor_Mart._Flowers.0326-23832006"|"KHALIL, Najeh Maissar;KHALIL, NAJEH MAISSAR, PETACCI, Fernando, LEITE, Rafaela Rodrigues da Silva, SILVA, Ediany, SOUZA, Grínia Ferreira de, OLIVEIRA, Rina de, COSTA, Flaviana, ROCHA, Vinicius Araújo, MENDONÇA FILHO, Carlos Victor"|"Antioxidant activity of Vochysia discolor Mart. Flowers."|"Journal_0326-2383"|"4"|""|"564-566"|"2006"|"FOAFPerson_8578241611510102"
"FOAFGroup_DEFAR_G"|"DEFAR/G"|"FOAFPerson_8578241611510102"|"NAJEH MAISSAR KHALIL"|"http://lattes.cnpq.br/8578241611510102"|"FOAFGroup_DEFAR_G"|"Journal_0963-7486"|"International Journal of Food Sciences and Nutrition"|"0963-7486"|"BIBTEXArticle_Antioxidant_activity,_ascorbic_acid_and_total_phenol_of_exotic_fruits_ocuring_in_Brazil.0963-74862009"|"ASSIS, Sandra Aparecida de, VELLOSA, José Carlos, KHALIL, Najeh Maissar;KHALIL, NAJEH MAISSAR, BRUNETTI, Iguatemy Lourenço, LEITE, Katia Maria da Silva Cerquira, MARTINS, A. B. G., OLIVEIRA, Olga Maria Mascarenhas de Faria"|"Antioxidant activity, ascorbic acid and total phenol of exotic fruits ocuring in Brazil."|"Journal_0963-7486"|".60"|"5"|"439-448"|"2009"|"FOAFPerson_8578241611510102"
"FOAFGroup_DEALI_G"|"DEALI/G"|"FOAFPerson_2592077234468128"|"OSMAR ROBERTO DALLA SANTA"|"http://lattes.cnpq.br/2592077234468128"|"FOAFGroup_DEALI_G"|"Journal_0102-0323"|"Boletim do Centro de Pesquisa e Processamento de Alimentos (Impresso)"|"0102-0323"|"BIBTEXArticle_Antioxidantes_e_beta-glucanas_em_barras_de_cereais_com_Agaricus_brasiliensis0102-03232012"|"CÓRDOVA, K. R. V., DALLA SANTA, H. S., DALLA SANTA, O. R., PEREZ, E., WASZCZYNSKYJ, N."|"Antioxidantes e beta-glucanas em barras de cereais com Agaricus brasiliensis"|"Journal_0102-0323"|"30"|"2"|"209-"|"2012"|"FOAFPerson_2592077234468128"
"FOAFGroup_DEBIO_G"|"DEBIO/G"|"FOAFPerson_7830489812603265"|"JOAO MARCELO DELIBERADOR MIRANDA"|"http://lattes.cnpq.br/7830489812603265"|"FOAFGroup_DEBIO_G"|"Journal_0164-0291"|"International Journal of Primatology"|"0164-0291"|"BIBTEXArticle_Antipredator_behavior_of_brown_howlers_attacked_by_black_hawk-eagles_in_southern_Brazil0164-02912006"|"MIRANDA, J. M. D.;Miranda, João M. D.;Miranda, João Marcelo Deliberador;MIRANDA, JOÃO M.D., BERNARDI, Itiberê Piaia, MORO-RIOS, R. F., PASSOS, Fernando de Camargo"|"Antipredator behavior of brown howlers attacked by black hawk-eagles in southern Brazil"|"Journal_0164-0291"|"27"|"4"|"1097-1101"|"2006"|"FOAFPerson_7830489812603265"
"FOAFGroup_DENUT_G"|"DENUT/G"|"FOAFPerson_5924372955897520"|"SILVANA FRANCO"|"http://lattes.cnpq.br/5924372955897520"|"FOAFGroup_DENUT_G"|"Journal_1981-9919"|"Revista Brasileira de Obesidade, Nutrição e Emagrecimento"|"1981-9919"|"BIBTEXArticle_Antropometria_e_Pressão_Arterial_Predizem_Risco_de_doenças_Cardiovasculares_em_Diabéticos1981-99192013"|"MAZUR, C. E., BARATTO, I., BRECAILO, M. K., FRANCO, S"|"Antropometria e Pressão Arterial Predizem Risco de doenças Cardiovasculares em Diabéticos"|"Journal_1981-9919"|"7"|""|"12-22"|"2013"|"FOAFPerson_5924372955897520"
"FOAFGroup_DENUT_G"|"DENUT/G"|"FOAFPerson_5212088783920386"|"MARCELA KOMECHEN BRECAILO"|"http://lattes.cnpq.br/5212088783920386"|"FOAFGroup_DENUT_G"|"Journal_1981-9919"|"Revista Brasileira de Obesidade, Nutrição e Emagrecimento"|"1981-9919"|"BIBTEXArticle_Antropometria_e_pressão_arterial_predizem_risco_de_doenças_cardiovasculares_em_diabéticos1981-99192013"|"MAZUR, C. E., BARATTO, I., BRECAILO, M. K., FRANCO, S."|"Antropometria e pressão arterial predizem risco de doenças cardiovasculares em diabéticos"|"Journal_1981-9919"|"7"|"37"|"12-22"|"2013"|"FOAFPerson_5212088783920386"
"FOAFGroup_DENUT_G"|"DENUT/G"|"FOAFPerson_6817895976879675"|"CARYNA EURICH MAZUR"|"http://lattes.cnpq.br/6817895976879675"|"FOAFGroup_DENUT_G"|"Journal_1981-9919"|"Revista Brasileira de Obesidade, Nutrição e Emagrecimento"|"1981-9919"|"BIBTEXArticle_Antropometria_e_pressão_arterial_predizem_risco_de_doenças_cardiovasculares_em_diabéticos1981-99192013"|"MAZUR, C. E., BARATTO, I., BRECAILO, M., FRANCO, S."|"Antropometria e pressão arterial predizem risco de doenças cardiovasculares em diabéticos"|"Journal_1981-9919"|"7"|"39"|"12-22"|"2013"|"FOAFPerson_6817895976879675"
"FOAFGroup_DENAM_I"|"DENAM/I"|"FOAFPerson_9757150326970830"|"HILARIO LEWANDOWSKI"|"http://lattes.cnpq.br/9757150326970830"|"FOAFGroup_DENAM_I"|"Journal_0103-989X"|"Revista Acadêmica: Ciências Agrárias e Ambientais (PUCPR. Impresso)"|"0103-989X"|"BIBTEXArticle_AnÃ¡lise_de_Ã¡gua_pluvial_e_de_precipitaÃ§Ã£o_em_campo_aberto_e_floresta0103-989X2009"|"LEWANDOWSKI, H., SCHIRMER, W.N., TAKATA, N.H., PEDROSO, K."|"AnÃ¡lise de Ã¡gua pluvial e de precipitaÃ§Ã£o em campo aberto e floresta"|"Journal_0103-989X"|"7"|"2"|"157-164"|"2009"|"FOAFPerson_9757150326970830"
"FOAFGroup_DEF_I"|"DEF/I"|"FOAFPerson_9004872132458979"|"GABRIEL DE MAGALHÃES MIRANDA"|"http://lattes.cnpq.br/9004872132458979"|"FOAFGroup_DEF_I"|"Journal_0015-3826"|"Floresta (UFPR. Impresso)"|"0015-3826"|"BIBTEXArticle_Análise_Comparativa_da_Viabilidade_Econômica_de_Plantios_de_Pinus_Taeda_e_Eucalyptus_Dunnii_na_Região_Centro-Sul_do_Paraná0015-38262010"|"VITALE, V., MIRANDA, G. M."|"Análise Comparativa da Viabilidade Econômica de Plantios de Pinus Taeda e Eucalyptus Dunnii na Região Centro-Sul do Paraná"|"Journal_0015-3826"|"40"|"3"|"469-476"|"2010"|"FOAFPerson_9004872132458979"
"FOAFGroup_DEPED_G"|"DEPED/G"|"FOAFPerson_9637078058782125"|"SOLANGE APARECIDA DE OLIVEIRA COLLARES"|"http://lattes.cnpq.br/9637078058782125"|"FOAFGroup_DEPED_G"|"Journal_1676-2584"|"Revista HISTEDBR On-line"|"1676-2584"|"BIBTEXArticle_Análise_Da_Eficiência_da_Lei_5692/71_Na_Formação_Dos_Trabalhadores_de_Guarapuava_Sob_a_Perspectiva_de_Consciência_Para_A_Cidadania_E_Qualificação_Para_O_Trabalho1676-25842005"|"COLLARES, S. A. O., Drª Maria Isabel Moura Nascimento"|"Análise Da Eficiência da Lei 5692/71 Na Formação Dos Trabalhadores de Guarapuava Sob a Perspectiva de Consciência Para A Cidadania E Qualificação Para O Trabalho"|"Journal_1676-2584"|"20"|""|"p.76-85-85"|"2005"|"FOAFPerson_9637078058782125"
"FOAFGroup_DECIC_G"|"DECIC/G"|"FOAFPerson_8001253994469703"|"JOÃO FRANCISCO MOROZINI"|"http://lattes.cnpq.br/8001253994469703"|"FOAFGroup_DECIC_G"|"Journal_1980-6116"|"Revista Eletrônica Lato Sensu"|"1980-6116"|"BIBTEXArticle_Análise_Econômico-Financeira_Preventiva_para_Insolvência1980-61162008"|"MOROZINI, J. F., FIGUEIREDO, V. Lino"|"Análise Econômico-Financeira Preventiva para Insolvência"|"Journal_1980-6116"|"3"|"1"|"2-11"|"2008"|"FOAFPerson_8001253994469703"
"FOAFGroup_DEGEO_G"|"DEGEO/G"|"FOAFPerson_7386443220039942"|"MÁRCIA CRISTINA DA CUNHA"|"http://lattes.cnpq.br/7386443220039942"|"FOAFGroup_DEGEO_G"|"Journal_1984-2295"|"Revista Brasileira de Geografia Física"|"1984-2295"|"BIBTEXArticle_Análise_Temporal_do_Balançao_Hídrico_na_Bacia_do_Rio_das_Pedras,_Guarapuava,_PR1984-22952011"|"CUNHA, M. C.;CUNHA, MÁRCIA CRISTINA DA, DIAS-OLIVEIRA, E., THOMAZ, E. L., VESTENA, L. R."|"Análise Temporal do Balançao Hídrico na Bacia do Rio das Pedras, Guarapuava, PR"|"Journal_1984-2295"|"05"|"2011"|"1013-1028"|"2011"|"FOAFPerson_7386443220039942"
"FOAFGroup_DEGEO_G"|"DEGEO/G"|"FOAFPerson_2389916164041767"|"LEANDRO REDIN VESTENA"|"http://lattes.cnpq.br/2389916164041767"|"FOAFGroup_DEGEO_G"|"Journal_1984-2295"|"Revista Brasileira de Geografia Física"|"1984-2295"|"BIBTEXArticle_Análise_Temporal_do_Balanço_Hídrico_na_Bacia_do_Rio_das_Pedras,_Guarapuava,_PR1984-22952011"|"CUNHA, Márcia Cristina da, Oliveira, Éderson Dias de, THOMAZ, Edivaldo Lopes, Vestena, Leandro Redin"|"Análise Temporal do Balanço Hídrico na Bacia do Rio das Pedras, Guarapuava, PR"|"Journal_1984-2295"|"5"|""|"1013-1028"|"2011"|"FOAFPerson_2389916164041767"
"FOAFGroup_DEGEO_G"|"DEGEO/G"|"FOAFPerson_4660243356517448"|"EDIVALDO LOPES THOMAZ"|"http://lattes.cnpq.br/4660243356517448"|"FOAFGroup_DEGEO_G"|"Journal_1984-2295"|"Revista Brasileira de Geografia Física"|"1984-2295"|"BIBTEXArticle_Análise_Temporal_do_Balanço_Hídrico_na_Bacia_do_Rio_das_Pedras,_Guarapuava,_PR1984-22952011"|"Cunha, M. C., OLIVEIRA, E.D., THOMAZ, E. L., VESTENA, L. R."|"Análise Temporal do Balanço Hídrico na Bacia do Rio das Pedras, Guarapuava, PR"|"Journal_1984-2295"|"4"|"5"|"1013-1028"|"2011"|"FOAFPerson_4660243356517448"
"FOAFGroup_DELET_I"|"DELET/I"|"FOAFPerson_0019182505248618"|"LUCIANE TRENNEPHOL DA COSTA"|"http://lattes.cnpq.br/0019182505248618"|"FOAFGroup_DELET_I"|"Journal_1678-8931"|"Revista Virtual de Estudos da Linguagem"|"1678-8931"|"BIBTEXArticle_Análise_Variacionista_do_Rotacismo1678-89312007"|"COSTA, L. T."|"Análise Variacionista do Rotacismo"|"Journal_1678-8931"|"5"|""|"24/9-"|"2007"|"FOAFPerson_0019182505248618"
"FOAFGroup_DEDUF_I"|"DEDUF/I"|"FOAFPerson_2648813906616187"|"ERIVELTON FONTANA DE LAAT"|"http://lattes.cnpq.br/2648813906616187"|"FOAFGroup_DEDUF_I"|"Journal_0015-3826"|"Floresta (UFPR. Impresso)"|"0015-3826"|"BIBTEXArticle_Análise_antropométrica_de_trabalhadores_em_atividades_de_implantação_florestal0015-38262013"|"BRITTO, P. C., LOPES, E. S., FIEDLER, N. C., VIEIRA, T. P., LAAT, E. F.;LAAT, ERIVELTON FONTANA DE"|"Análise antropométrica de trabalhadores em atividades de implantação florestal"|"Journal_0015-3826"|"43"|""|"525-534"|"2013"|"FOAFPerson_2648813906616187"
"FOAFGroup_DEF_I"|"DEF/I"|"FOAFPerson_1280835655867163"|"EDUARDO DA SILVA LOPES"|"http://lattes.cnpq.br/1280835655867163"|"FOAFGroup_DEF_I"|"Journal_0015-3826"|"Floresta (UFPR. Impresso)"|"0015-3826"|"BIBTEXArticle_Análise_antropométrica_de_trabalhadores_em_atividades_de_implantação_florestal0015-38262013"|"LOPES, E. S., Britto, P. C., LAAT, E. F., FIEDLER, N. C., Vieira, T. P."|"Análise antropométrica de trabalhadores em atividades de implantação florestal"|"Journal_0015-3826"|"43"|"4"|"525-534"|"2013"|"FOAFPerson_1280835655867163"
"FOAFGroup_DEDUF_G"|"DEDUF/G"|"FOAFPerson_7841285995732367"|"LARISSA BOBROFF DAROS"|"http://lattes.cnpq.br/7841285995732367"|"FOAFGroup_DEDUF_G"|"Journal_1888-7546"|"Revista Andaluza de Medicina del Deporte"|"1888-7546"|"BIBTEXArticle_Análise_comparativa_do_desempenho_de_futebolistas_entre_dois_testes_de_potência_aeróbia:_esteira_e_Yo-Yo_intermitente_endurance_nível_21888-75462009"|"Fornaziero, A.M., LEITE, R.D., DOURADO, A. C., DAROS, L. B., OSIECKI, R., STANGANELLI, L. C. R."|"Análise comparativa do desempenho de futebolistas entre dois testes de potência aeróbia: esteira e Yo-Yo intermitente endurance nível 2"|"Journal_1888-7546"|"2"|"3"|"82-86"|"2009"|"FOAFPerson_7841285995732367"
"FOAFGroup_DENAM_I"|"DENAM/I"|"FOAFPerson_1209937575998431"|"WALDIR NAGEL SCHIRMER"|"http://lattes.cnpq.br/1209937575998431"|"FOAFGroup_DENAM_I"|"Journal_1980-3699"|"Synergismus Scyentifica UTFPR"|"1980-3699"|"BIBTEXArticle_Análise_comparativa_entre_as_metodologias_da_EPA_e_IPCC_para_inventário_das_emissões_de_gases_de_efeito_estufa_referentes_ao_setor_energético/veicular:_O_caso_do_município_de_Irati_(PR)1980-36992011"|"CROVADOR, M. I. C., NOGUEIRA, B. B., SCHIRMER, W. N."|"Análise comparativa entre as metodologias da EPA e IPCC para inventário das emissões de gases de efeito estufa referentes ao setor energético/veicular: O caso do município de Irati (PR)"|"Journal_1980-3699"|"06"|"n. 01"|"01-06"|"2011"|"FOAFPerson_1209937575998431"
"FOAFGroup_DEAGRO_G"|"DEAGRO/G"|"FOAFPerson_4985215075940551"|"LUCIANO FARINHA WATZLAWICK"|"http://lattes.cnpq.br/4985215075940551"|"FOAFGroup_DEAGRO_G"|"Journal_1806-3810"|"Biomassa & Energia (Viçosa)"|"1806-3810"|"BIBTEXArticle_Análise_comparativa_entre_as_propriedades_de_briquetes_produzidos_por_diferentes_equipamentos_de_compactação1806-38102012"|"CAPOTE, F. G., ESTEVES, W. L., QUIRINO, W. F., Watzlawick, Luciano Farinha, BRAND, M. A., MUNIZ, Graciela Ines Bolzon de"|"Análise comparativa entre as propriedades de briquetes produzidos por diferentes equipamentos de compactação"|"Journal_1806-3810"|"5"|"1"|"11-17"|"2012"|"FOAFPerson_4985215075940551"
"FOAFGroup_DEF_I"|"DEF/I"|"FOAFPerson_1280835655867163"|"EDUARDO DA SILVA LOPES"|"http://lattes.cnpq.br/1280835655867163"|"FOAFGroup_DEF_I"|"Journal_1808-0251"|"Ambiência (UNICENTRO)"|"1808-0251"|"BIBTEXArticle_Análise_comparativa_entre_dois_critérios_técnicos_na_determinação_da_rota_ótima_de_transporte_com_auxílio_de_um_sistema_de_informação_geográfica1808-02512005"|"OLIVEIRA FILHO, P. C., LOPES, E. S.;LOPES, EDUARDO DA SILVA;LOPES, E.S.;LOPES, EDUARDO SILVA, DISPERATI, A. A., MAGRAF, W."|"Análise comparativa entre dois critérios técnicos na determinação da rota ótima de transporte com auxílio de um sistema de informação geográfica"|"Journal_1808-0251"|"1"|"1"|"93-102"|"2005"|"FOAFPerson_1280835655867163"
"FOAFGroup_DENAM_I"|"DENAM/I"|"FOAFPerson_0477181220059240"|"PAULO COSTA DE OLIVEIRA FILHO"|"http://lattes.cnpq.br/0477181220059240"|"FOAFGroup_DENAM_I"|"Journal_1808-0251"|"Ambiência (UNICENTRO)"|"1808-0251"|"BIBTEXArticle_Análise_comparativa_entre_dois_critérios_técnicos_na_determinação_da_rota_ótima_de_transporte_com_auxílio_de_um_sistema_de_informação_geográfica1808-02512005"|"OLIVEIRA FILHO, Paulo Costa de;Oliveira Filho, Paulo Costa de;OLIVEIRA FILHO, PAULO COSTA, LOPES, Eduardo da Silva, DISPERATI, Attilio Antonio, MARGRAF, Wagner"|"Análise comparativa entre dois critérios técnicos na determinação da rota ótima de transporte com auxílio de um sistema de informação geográfica"|"Journal_1808-0251"|"1"|""|"93-102"|"2005"|"FOAFPerson_0477181220059240"
"FOAFGroup_DECIC_G"|"DECIC/G"|"FOAFPerson_1368232892742524"|"CARLOS ALBERTO KÜHL"|"http://lattes.cnpq.br/1368232892742524"|"FOAFGroup_DECIC_G"|"Journal_1982-7342"|"Sociedade, Contabilidade e Gestão (UFRJ)"|"1982-7342"|"BIBTEXArticle_Análise_da_Adequabilidade_do_Balanced_Scorecard_a_um_Plano_Estratégico:_Um_estudo_de_caso_em_um_APL_-_Arranjo_Produtivo_Local1982-73422008"|"KÜHL, C. A., CARNEIRO JÚNIOR, João Bosco Arbués, OLIVEIRA, J. R."|"Análise da Adequabilidade do Balanced Scorecard a um Plano Estratégico: Um estudo de caso em um APL - Arranjo Produtivo Local"|"Journal_1982-7342"|"3"|"2"|"28-43"|"2008"|"FOAFPerson_1368232892742524"
"FOAFGroup_DEFISIO_G"|"DEFISIO/G"|"FOAFPerson_2468775531941125"|"LUIZ ALFREDO BRAUN FERREIRA"|"http://lattes.cnpq.br/2468775531941125"|"FOAFGroup_DEFISIO_G"|"Journal_0103-5150"|"Fisioterapia em Movimento (PUCPR. Impresso)"|"0103-5150"|"BIBTEXArticle_Análise_da_Atividade_Eletromiográfica_dos_Músculos_do_Tornozelo_em_solo_Estável_e_Instável.0103-51502009"|"FERREIRA, L. A. B.;Braun Ferreira, Luiz Alfredo;Ferreira, Luiz Alfredo Braun;Braun, Luiz Alfredo Ferreira, Rossi, L. P., Pereira, W.M., Vieira, F. F., PAULA JR., A. R."|"Análise da Atividade Eletromiográfica dos Músculos do Tornozelo em solo Estável e Instável."|"Journal_0103-5150"|"22"|"2"|"177-187"|"2009"|"FOAFPerson_2468775531941125"
"FOAFGroup_DELET_I"|"DELET/I"|"FOAFPerson_1766652516268724"|"LOREMI LOREGIAN-PENKAL"|"http://lattes.cnpq.br/1766652516268724"|"FOAFGroup_DELET_I"|"Journal_1413-0939"|"Estudos Linguísticos (São Paulo. 1978)"|"1413-0939"|"BIBTEXArticle_Análise_da_Concordância_Nominal_em_Irati_e_Pato_Branco,_PR1413-09392011"|"LOREGIAN-PENKAL, L., MENON, O. P. S., FAGUNDES, E. D."|"Análise da Concordância Nominal em Irati e Pato Branco, PR"|"Journal_1413-0939"|"II"|""|"1099-1109"|"2011"|"FOAFPerson_1766652516268724"
"FOAFGroup_DETUR_I"|"DETUR/I"|"FOAFPerson_4031550783871062"|"RONALDO FERREIRA MAGANHOTTO"|"http://lattes.cnpq.br/4031550783871062"|"FOAFGroup_DETUR_I"|"Journal_1982-4688"|"Floresta (Online) (Curitiba)"|"1982-4688"|"BIBTEXArticle_Análise_da_Fragilidade_Ambiental_como_Suporte_ao_Planejamento_do_Ecoturismo_em_Unidades_de_Conservação:_Estudo_de_Caso_Flona_de_Irati-PR1982-46882011"|"MAGANHOTTO, R. F."|"Análise da Fragilidade Ambiental como Suporte ao Planejamento do Ecoturismo em Unidades de Conservação: Estudo de Caso Flona de Irati-PR"|"Journal_1982-4688"|"41"|"2"|"231-242"|"2011"|"FOAFPerson_4031550783871062"
"FOAFGroup_DENAM_I"|"DENAM/I"|"FOAFPerson_0477181220059240"|"PAULO COSTA DE OLIVEIRA FILHO"|"http://lattes.cnpq.br/0477181220059240"|"FOAFGroup_DENAM_I"|"Journal_1517-8048"|"Revista Tecnológica (UEM)"|"1517-8048"|"BIBTEXArticle_Análise_da_Influência_Antrópica_na_Qualidade_da_Água_do_Trecho_Urbano_do_Rio_das_Antas_na_Cidade_de_Irati,_Paraná1517-80482012"|"OLIVEIRA FILHO, Paulo Costa de, HABERLAND, N. T., SILVA, F. C. B., VIDAL, C.M.S, CAVALLIN, G. S."|"Análise da Influência Antrópica na Qualidade da Água do Trecho Urbano do Rio das Antas na Cidade de Irati, Paraná"|"Journal_1517-8048"|"21"|"2012"|"53-67"|"2012"|"FOAFPerson_0477181220059240"
"FOAFGroup_DENAM_I"|"DENAM/I"|"FOAFPerson_1554298849674091"|"CARLOS MAGNO DE SOUSA VIDAL"|"http://lattes.cnpq.br/1554298849674091"|"FOAFGroup_DENAM_I"|"Journal_1517-8048"|"Revista Tecnológica (UEM)"|"1517-8048"|"BIBTEXArticle_Análise_da_Influência_Antrópica_na_Qualidade_da_Água_do_Trecho_Urbano_do_Rio_das_Antas_na_Cidade_de_Irati,_Paraná.1517-80482012"|"Oliveira Filho, Harbeland, VIDAL, C. M. S.;DE SOUSA VIDAL, CARLOS MAGNO;VIDAL, CARLOS MAGNO;VIDAL, CARLOS MAGNO DE SOUSA, CAVALINI, G. S."|"Análise da Influência Antrópica na Qualidade da Água do Trecho Urbano do Rio das Antas na Cidade de Irati, Paraná."|"Journal_1517-8048"|"21"|"2012"|"53-67"|"2012"|"FOAFPerson_1554298849674091"
"FOAFGroup_DETUR_I"|"DETUR/I"|"FOAFPerson_4031550783871062"|"RONALDO FERREIRA MAGANHOTTO"|"http://lattes.cnpq.br/4031550783871062"|"FOAFGroup_DETUR_I"|"Journal_2177-2738"|"RA`E GA: o Espaço Geográfico em Análise"|"2177-2738"|"BIBTEXArticle_Análise_da_Paisagem_da_Bacia_Hidrográfica_do_Rio_Marumbi,_Morretes_-_PR:_Unidades_de_Paisagem,_Fragilidade_Potencial_e_Hemerobia2177-27382011"|"MAGANHOTTO, R. F."|"Análise da Paisagem da Bacia Hidrográfica do Rio Marumbi, Morretes - PR: Unidades de Paisagem, Fragilidade Potencial e Hemerobia"|"Journal_2177-2738"|"23"|"1"|"428-"|"2011"|"FOAFPerson_4031550783871062"
"FOAFGroup_DEFISIO_G"|"DEFISIO/G"|"FOAFPerson_2107257822885032"|"IVO ILVAN KERPPERS"|"http://lattes.cnpq.br/2107257822885032"|"FOAFGroup_DEFISIO_G"|"Journal_0256-6419"|"The FIEP Bulletin"|"0256-6419"|"BIBTEXArticle_Análise_da_Pressão_Plantar_de_Indivíduos_Hemiparéticos_após_Mobilização_do_Sistema_Nervoso0256-64192008"|"ZAMBERLAN, A. L., NONAKA, P. N., RIBEIRO, D. C. L., SALGADO, A. S. I., KERPPERS, I. I."|"Análise da Pressão Plantar de Indivíduos Hemiparéticos após Mobilização do Sistema Nervoso"|"Journal_0256-6419"|"1"|""|"25-31"|"2008"|"FOAFPerson_2107257822885032"
"FOAFGroup_DEF_I"|"DEF/I"|"FOAFPerson_1280835655867163"|"EDUARDO DA SILVA LOPES"|"http://lattes.cnpq.br/1280835655867163"|"FOAFGroup_DEF_I"|"Journal_0015-3826"|"Floresta (UFPR. Impresso)"|"0015-3826"|"BIBTEXArticle_Análise_da_Produtividade_de_um_Sistema_de_Colheita_de_Árvores_Inteiras_no_Norte_do_Estado_de_Goiás0015-38262008"|"FIEDLER, N. C., ROCHA, E. B., LOPES, E. S.;LOPES, EDUARDO DA SILVA;LOPES, E.S.;LOPES, EDUARDO SILVA"|"Análise da Produtividade de um Sistema de Colheita de Árvores Inteiras no Norte do Estado de Goiás"|"Journal_0015-3826"|"38"|"4"|"577-586"|"2008"|"FOAFPerson_1280835655867163"
"FOAFGroup_DEMAT_G"|"DEMAT/G"|"FOAFPerson_3387031462766330"|"KARINA WORM BECKMANN"|"http://lattes.cnpq.br/3387031462766330"|"FOAFGroup_DEMAT_G"|"Journal_2175-5620"|"REVISTA  DE CIÊNCIAS EXATAS E NATURAIS"|"2175-5620"|"BIBTEXArticle_Análise_da_Qualidade_Estrutural_de_Escolas_da_Rede_Pública_utilizando_ferramenta_da_Programação_Matemática2175-56202010"|"BECKMANN, K.W., BETTIOLLO JR, L."|"Análise da Qualidade Estrutural de Escolas da Rede Pública utilizando ferramenta da Programação Matemática"|"Journal_2175-5620"|"12"|""|"95-106"|"2010"|"FOAFPerson_3387031462766330"
